"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Name 1","Old Health Facility Name 2","Old Health Facility Name 3","Facility Major Type","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Service Capability","Bed Capacity","Licensing Status","License Validity Date"
"DOH000000000019215","19215","SOLIDO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","NABAS","0600414000","SOLIDO","0600414017","5607","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000042832","42832","SOOC BARANGAY HEALTH STATION","SOOC 1 HEALTH CENTER","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","PROJECT 3, JAICA","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","SO-OC","0631000171","5000","+63 3252908","","","arevalohealthcenterc@yahoo.com","albertocapanas@gmail.com","","","0"," ",""
"DOH000000000018621","18621","SOUTH BALUARTE BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","LOPEZ JAENA STREET","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","SOUTH BALUARTE","0631000172","5000","+63 333274623","","","molo_health_center2011@yahoo.com","molodistricthealthcenter2022@gmail.com","","","0"," ",""
"DOH000000000047591","47591","SOUTH FUNDIDOR BARANGAY HEALTH STATION","SOUTH FUNDIDOR HEALTH CENTER","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","SOUTH FUNDIDOR","0631000060","5000","+63 333274673","","","daisylamasan@yahoo.com","molodistricthealthcenter2022@gmail.com","","","0"," ",""
"DOH000000000000756","756","ST. ANTHONY COLLEGE HOSPITAL","","","","Health Facility","Hospital","Private","","","SAN ROQUE EXTENSION","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","CITY OF ROXAS (CAPITAL)","0601914000","POBLACION VIII","0601914015","5800","036-6210-434","036-6210-431","","sacroxas2015@gmail.com","","","Level 2","110","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2025"
"DOH000000000000772","772","ST. PAUL'S HOSPITAL OF ILOILO, INC.","ST. PAUL'S HOSPITAL","","","Health Facility","Hospital","Private","","","GEN. LUNA STREET","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","PRESIDENT ROXAS","0631000131","5000","+63 333384756","","","sphiloilo@gmail.com","","","Level 3","180","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2024"
"DOH000000000043758","43758","STA. ANA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","TIBIAO","0600617000","SANTA ANA","0600617017","","","","","","","","","0"," ",""
"DOH000000000004572","4572","STA. BARBARA MHO - PRIMARY CARE FACILITY","SANTA BARBARA RURAL HEALTH UNIT","SANTA BARBARA PRIMARY CARE FACILTY","","Health Facility","Rural Health Unit","Government","Local Government Unit","","GEN. MARTIN T. DELGADO ST.,","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","SANTA BARBARA","0603043000","BARANGAY ZONE III (POB.)","0603043011","5002","+63 335-039-042","","+63 335238000","mhcsb2018@gmail.com","","","","0","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>",""
"DOH000000000003537","3537","STO. ROSARIO DISTRICT HEALTH CENTER","SANTO ROSARIO DISTRICT HEALTH CENTER","","","Health Facility","Rural Health Unit","Government","Local Government Unit","","SANTO ROSARIO STREET","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","SANTO ROSARIO-DURAN","0631000169","5000","(033) 3152253","","","storosariohc@gmail.com","","","N/A","0","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2027"
"DOH000000000045855","45855","STO. TOMAS BARANGAY HEALTH STATION AND BIRTHING FACILITY","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","TOBIAS FORNIER","0600607000","SANTO TOMAS","0600607044","5716","","","","","","","","0"," ",""
"DOH000000000001347","1347","SUBLANGON BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PONTEVEDRA","0601912000","SUBLANGON","0601912024","5802","","","","","","","","0"," ",""
"DOH000000000009631","9631","SUCLARAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","GUIMARAS","0607900000","SAN LORENZO","0607904000","SUCLARAN","0607904011","5047","","","","","","","","0"," ",""
"DOH000000000018483","18483","SULANGAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","DUMANGAS","0603018000","SULANGAN","0603018039","5006","+63 333612411","","","","","","","0"," ",""
"DOH000000000045539","45539","SUMARAY BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN REMIGIO","0600614000","SUMARAY","0600614043","","","","","","","","","0"," ",""
"DOH000000000026128","26128","SUPA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN JOSE (CAPITAL)","0600613000","SUPA","0600613030","5700","","","","","","","","0"," ",""
"DOH000000000009550","9550","SUPANG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","GUIMARAS","0607900000","BUENAVISTA","0607901000","SUPANG","0607901034","5044","","","","","","","","0"," ",""
"DOH000000000008178","8178","SWA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PRESIDENT ROXAS","0601913000","POBLACION","0601913017","5803","","","","","","","","0"," ",""
"DOH000000000002323","2323","SWITCH BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","TAPAZ","0601917000","SWITCH","0601917053","5814","","","","","","","","0"," ",""
"DOH000000000017559","17559","TABAN-MANGUINING BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","ALIMODIAN","0603002000","TABAN-MANGUINING","0603002045","5028","","","","","","","","0"," ",""
"DOH000000000013870","13870","TABOC BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","LIBERTAD","0600610000","TABOC","0600610018","5710","","","","","","","","0"," ",""
"DOH000000000026284","26284","TABON BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","TAPAZ","0601917000","TABON","0601917054","5814","","","","","","","","0"," ",""
"DOH000000000045543","45543","TABONGTABONG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SIBALOM","0600616000","TABONGTABONG","0600616070","5713","","","","","","","","0"," ",""
"DOH000000000024187","24187","TABUC NORTE BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PANITAN","0601910000","TABUC NORTE","0601910022","5815","","","","","","","","0"," ",""
"DOH000000000042823","42823","TABUC SUBA (LA PAZ) BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","ZONE 3","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","TABUC SUBA","0631000201","5000","","","","ldhc_iloilo@yahoo.com","","","","0"," ",""
"DOH000000000018717","18717","TABUC SUBA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","POBLADOR STREET","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","TABUC SUBA","0631000175","5000","+63 3153036","","","jaroiimhc@gmail.com","jaroiimhc@yahoo.com","","","0"," ",""
"DOH000000000024066","24066","TABUGON BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","DINGLE","0603016000","TABUGON","0603016029","5035","+63 333510511","","","valeriedelmundo21@gmail.com","","","","0"," ",""
"DOH000000000023895","23895","TABUN-ACAN BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PILAR","0601911000","TABUN-ACAN","0601911025","5804"," "," "," "," "," "," ","","0"," ",""
"DOH000000000018713","18713","TACAS BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","ZONE 3","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","TACAS","0631000177","5000","+63 3153036","","","jaroiimhc@gmail.com","jaroiimhc@yahoo.com","","","0"," ",""
"DOH000000000023926","23926","TACAYAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","TAPAZ","0601917000","TACAYAN","0601917055","5814","","","","","","","","0"," ",""
"DOH000000000005009","5009","TACUYONG SUR BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","LEON","0603028000","TACUYONG SUR","0603028078","5026","","","","","","","","0"," ",""
"DOH000000000023927","23927","TAFT BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","TAPAZ","0601917000","TAFT","0601917056","5814","","","","","","","","0"," ",""
"DOH000000000006448","6448","TAGBAC BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","ZONE 1","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","TAGBAC","0631000179","5000","3153036","","","jaroiimhc@gmail.com","jaroiimhc@yahoo.com","","","0"," ",""
"DOH000000000047009","47009","TAGBAC NORTE BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","OTON","0603034000","TAGBAC NORTE","0603034035","5020","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000047008","47008","TAGBAC SUR BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","OTON","0603034000","TAGBAC SUR","0603034036","5020","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000035084","35084","TAGUBANHAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","AJUY","0603001000","TAGUBANHAN","0603001030","5012","","","","","","","","0"," ",""
"DOH000000000018553","18553","TAGUBONG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CITY OF PASSI","0603035000","TAGUBONG","0603035049","5037","","","","passicity_healthoffice@yahoo.com","dohro6hrh.passicity@gmail.com","","","0"," ",""
"DOH000000000053248","53248","TAGUDTUD NORTH BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","BUGASONG","0600604000","TAGUDTUD NORTH","0600604023","5704","","","","","","","","0"," ",""
"DOH000000000024134","24134","TAGUDTUD SOUTH BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","BUGASONG","0600604000","TAGUDTUD SOUTH","0600604024","5704"," "," "," "," "," "," ","","0"," ",""
"DOH000000000023934","23934","TAGUHANGIN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","AJUY","0603001000","TAGUHANGIN","0603001031","5012","","","","","","","","0"," ",""
"DOH000000000018328","18328","TALANGHAUAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","SANTA BARBARA","0603043000","TALANGHAUAN","0603043055","5002","033 503 9042","","","","","","","0"," ",""
"DOH000000000047160","47160","TALAYATAY BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","IGBARAS","0603021000","TALAYATAY","0603021044","5029","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000018585","18585","TALIBONG GRANDE BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","MINA","0603031000","TALIBONG GRANDE","0603031018","5032","","","","","","","","0"," ",""
"DOH000000000015774","15774","TALISAY BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","PANDAN","0600611000","TALISAY","0600611033","5712","","","","rhu_pandan@yahoo.com","","","","0"," ",""
"DOH000000000018414","18414","TALISAY BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","BAROTAC NUEVO","0603007000","TALISAY","0603007026","5007","+63 333612842","","","","","","","0"," ",""
"DOH000000000024135","24135","TALISAY BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","BUGASONG","0600604000","TALISAY","0600604025","5704","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000024071","24071","TALOKGANGAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","BANATE","0603006000","TALOKGANGAN","0603006027","5010","","","","wednesdaydumdumaya@yahoo.com","","","","0"," ",""
"DOH000000000019336","19336","TALON BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","ALTAVAS","0600401000","TALON","0600401013","5616","","","","","","","","0"," ",""
"DOH000000000027207","27207","TALON BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","CITY OF ROXAS (CAPITAL)","0601914000","TALON","0601914046","5800","","","","","","","","0"," ",""
"DOH000000000024231","24231","TALONGADIAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","SANTA BARBARA","0603043000","TALONGADIAN","0603043056","5002","033 503 9042","","","","","","","0"," ",""
"DOH000000000018535","18535","TALONGONAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CITY OF PASSI","0603035000","TALONGONAN","0603035050","5037","","","","passicity_healthoffice@yahoo.com","dohro6hrh.passicity@gmail.com","","","0"," ",""
"DOH000000000015248","15248","TALOTO-AN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CONCEPCION","0603015000","TALOTU-AN","0603015025","5013","","","","concepcionrhu5013@gmail.com","","","","0"," ",""
"DOH000000000018484","18484","TALUSAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","DUMANGAS","0603018000","TALUSAN","0603018041","5006","+63 333612411","","","","","","","0"," ",""
"DOH000000000053515","53515","TAMAYOC BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","PATNONGON","0600612000","TAMAYOC","0600612028","5702","(036) 641 2336","","","","","","","0"," ",""
"DOH000000000018825","18825","TAMBAK BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","NEW WASHINGTON","0600415000","TAMBAK","0600415017","5610"," "," "," "," "," "," ","","0"," ",""
"DOH000000000018391","18391","TAMBAL BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","JANIUAY","0603023000","TAMBAL","0603023039","5034","","","","janiuayrhu@yahoo.com","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000015252","15252","TAMBALIZA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CONCEPCION","0603015000","TAMBALIZA","0603015026","5013","","","","concepcionrhu5013@gmail.com","","","","0"," ",""
"DOH000000000018486","18486","TAMBOILAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","DUMANGAS","0603018000","TAMBOILAN","0603018043","5006","+63 333612411","","","","","","","0"," ",""
"DOH000000000009622","9622","TAMBORONG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","GUIMARAS","0607900000","SAN LORENZO","0607904000","TAMBORONG","0607904012","5047","","","","joanibieza@gmail.com","","","","0"," ",""
"DOH000000000018749","18749","TAMBUAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","MALINAO","0600413000","TAMBUAN","0600413022","5606","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000026162","26162","TAMINLA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","GUIMARAS","0607900000","BUENAVISTA","0607901000","TAMINLA","0607901036","5044","","","","","","","","0"," ",""
"DOH000000000015254","15254","TAMIS-AC BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CONCEPCION","0603015000","TAMIS-AC","0603015027","5013","","","","concepcionrhu5013@gmail.com","","","","0"," ",""
"DOH000000000015478","15478","TAMPUCAO BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","LAMBUNAO","0603025000","TAMPUCAO","0603025069","5042"," "," "," "," "," "," ","","0"," ",""
"DOH000000000045574","45574","TANAG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","GUIMARAS","0607900000","BUENAVISTA","0607901000","TANAG","0607901037","5044","","","","","","","","0"," ",""
"DOH000000000009723","9723","TANDO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","GUIMARAS","0607900000","NUEVA VALENCIA","0607903000","TANDO","0607903022","5046","","","","","","","","0"," ",""
"DOH000000000017869","17869","TANDUYAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","AJUY","0603001000","TANDUYAN","0603001032","5012","","","","","","","","0"," ",""
"DOH000000000000041","41","TANGALAN RURAL HEALTH UNIT","","","","Health Facility","Rural Health Unit","Government","Local Government Unit","","SAN JUAN STREET","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","TANGALAN","0600417000","POBLACION","0600417009","5612","+63 362722032","+63 362792090","+63 362722032","rhutangalan@gmail.com","rhutangalan@yahoo.com","","","0","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2026"
"DOH000000000009710","9710","TANGLAD BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","GUIMARAS","0607900000","SIBUNAG","0607905000","TANGLAD","0607905014","5048","","","","","","","","0"," ",""
"DOH000000000023900","23900","TANQUE BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","CITY OF ROXAS (CAPITAL)","0601914000","TANQUE","0601914047","5800","","","","","","","","0"," ",""
"DOH000000000017630","17630","TANZA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","PUROK 2","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","ESTANCIA","0603019000","TANZA","0603019023","5017","","","","estanciarhu@yahoo.com","","","","0"," ",""
"DOH000000000034997","34997","TANZA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","CITY OF ROXAS (CAPITAL)","0601914000","TANZA","0601914048","5800","","","","","","","","0"," ",""
"DOH000000000018673","18673","TANZA BAYBAY BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit","","TYNA STREET"," ","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","BAYBAY TANZA","0631000017","5000","+63 333384756"," ","+63 333384756","TanzaCho@yahoo.com","tanzacityproper2@gmail.com"," ","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000004141","4141","TANZA DISTRICT HEALTH CENTER","CITY PROPER II DISTRICT HEALTH CENTER - TANZA","CITY PROPER II TANZA DISTRICT HEALTH CENTER","","Health Facility","Rural Health Unit","Government","Local Government Unit","","LEDESMA ST.","","REGION VI (WESTERN VISAYAS)","0600000000","CITY OF ILOILO  (HUC)","0631000000","CITY OF ILOILO (CAPITAL)","0631000000","TANZA-ESPERANZA","0631000055","5000","(033) 3153009","","","TanzaCho@yahoo.com","tanzacityproper2@gmail.com","","","0"," ",""
"DOH000000000004946","4946","TANZA NORTE BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PANAY","0601909000","TANZA NORTE","0601909040","5801","","","","","","","","0"," ",""
"DOH000000000023883","23883","TANZA SUR BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PANAY","0601909000","TANZA SUR","0601909041","5801","","","","","","","","0"," ",""
"DOH000000000006535","6535","TAPAZ PRIMARY CARE FACILITY","TAPAZ RURAL HEALTH UNIT","","","Health Facility","Rural Health Unit","Government","Local Government Unit","","TAPAZ STREET","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","TAPAZ","0601917000","SALONG","0601917037","5814","+63 365382011","","","rhutapaz@gmail.com","","","","0","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2028"
"DOH000000000008530","8530","TAPULANG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","MA-AYON","0601907000","TAPULANG","0601907031","5809","","","","","","","","0"," ",""
"DOH000000000017905","17905","TARONG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","PUROK 5","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CARLES","0603014000","TARONG","0603014033","5019","","","","xeniabcaballero@gmail.com","","","","0"," ",""
"DOH000000000002921","2921","TASLAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","TAPAZ","0601917000","TASLAN","0601917058","5814","","","","","","","","0"," ",""
"DOH000000000034615","34615","TASTASAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","GUIMARAS","0607900000","BUENAVISTA","0607901000","TASTASAN","0607901038","5044","","","","","","","","0"," ",""
"DOH000000000023902","23902","TAWOG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","SIGMA","0601916000","TAWOG","0601916021","5816","","","","","","","","0"," ",""
"DOH000000000019290","19290","TAYHAWAN BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","LEZO","0600408000","TAYHAWAN","0600408012","5605"," "," "," "," "," "," ","","0"," ",""
